favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
61449,Twitter for iPhone,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m,,False,Thu Mar 16 15:52:22 +0000 2017,12534,842403173742579714
96081,Twitter for iPhone,"The Republican Party will become the Party of Great HealthCare! ObamaCare is a disaster, far too expensive and dedu… https://t.co/PGPioeaFGM",,False,Thu Mar 28 19:41:11 +0000 2019,19627,1111352552615043078
63691,Twitter for Android,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,,False,Sun Feb 05 00:34:50 +0000 2017,9884,828039143318024194
127809,Twitter for iPhone,"With all of the success that our Country is having, including the just released jobs numbers which are off the char… https://t.co/Urm1LOV1bb",,False,Mon Jan 07 12:56:19 +0000 2019,27556,1082259636227620865
65318,Twitter for iPhone,"....IG Report, which showed him to be a Disgraced &amp; Dirty Cop. Republicans have unified like never before. You don’… https://t.co/kgvYMKbXO2",realDonaldTrump,False,Fri Sep 13 12:58:03 +0000 2019,14678,1172494650185326593
58405,Twitter for iPhone,https://t.co/BxlF4grr9k,,False,Sun Sep 30 00:51:22 +0000 2018,13918,1046200796944191499
68984,Twitter for iPhone,During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!,,False,Tue Jun 06 12:06:35 +0000 2017,34958,872062159789985792
89916,Twitter for iPhone,"Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era,… https://t.co/fdAJq8zImx",,False,Wed Apr 04 11:19:28 +0000 2018,21017,981491439233355776
49048,Twitter for iPhone,"This week, the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone o… https://t.co/ILfhlLOkSE",,False,Wed Nov 29 22:54:56 +0000 2017,10578,936005585019002887
70352,Twitter for iPhone,".....Ice, Border Patrol and our Military have done a FANTASTIC job of securing our Southern Border. A Great Wall wo… https://t.co/kSZAxPmYP8",,False,Tue Dec 11 12:04:50 +0000 2018,14582,1072462207416446976
103285,Twitter for iPhone,“Former CIA analyst Larry Johnson accuses United Kingdom Intelligence of helping Obama Administration Spy on the 20… https://t.co/ShzvQun68s,,False,Wed Apr 24 11:04:17 +0000 2019,32591,1121006942502182913
86383,Twitter for iPhone,"I agree with Kim Jong Un of North Korea that our personal relationship remains very good, perhaps the term excellen… https://t.co/6XKPFapPd8",,False,Sat Apr 13 11:54:45 +0000 2019,17670,1117033379776667648
164470,Twitter for iPhone,Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Citi… https://t.co/SpzUmcPCV6,,False,Sun Apr 14 01:47:25 +0000 2019,42173,1117242926654947328
113387,Twitter for iPhone,I am pleased to announce that highly respected Congressman John Ratcliffe of Texas will be nominated by me to be th… https://t.co/61T0iNf231,,False,Sun Jul 28 20:45:49 +0000 2019,23594,1155580140392501248
108682,Twitter for Android,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",,False,Tue Mar 07 14:14:03 +0000 2017,22331,839116941956640768
39436,Twitter Media Studio,"See you tonight Huntington, West Virginia!
#MakeAmericaGreatAgain🇺🇸
Tickets: https://t.co/ERU0xUWdCr https://t.co/obtDsdV94t",,False,Thu Aug 03 16:04:10 +0000 2017,8138,893140445294940160
63638,Twitter for iPhone,"Real @FoxNews is doing great, Fake News CNN is dead! https://t.co/1p37tPiB3v",,False,Sat Jun 02 16:46:05 +0000 2018,14284,1002954515941941249
88584,Twitter for iPhone,"It is disgraceful what the Do Nothing Democrats are doing (the Impeachment Scam), but it is also disgraceful what t… https://t.co/88CYIDT9fH",,False,Sun Sep 29 01:53:28 +0000 2019,22432,1178125611426025478
93811,Twitter for iPhone,The Mueller probe should never have been started in that there was no collusion and there was no crime. It was base… https://t.co/oMCKEA7WmJ,realDonaldTrump,False,Sun Mar 18 00:12:48 +0000 2018,25337,975163071361683456
64656,Twitter for iPhone,"Brandon Judd, National Border Patrol Council: “That’s going to be a huge deal because Mexico will be using their st… https://t.co/0xqeXpXvuh",,False,Sat Jun 08 10:55:26 +0000 2019,15521,1137312170100875264
105924,Twitter for iPhone,"Yesterday, Border Patrol agents apprehended the largest group of illegal aliens ever: 1,036 people who illegally cr… https://t.co/AErk0dIzjN",,False,Thu May 30 21:16:00 +0000 2019,34861,1134206851174862856
80968,Twitter for iPhone,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Bord… https://t.co/qbrVMYL42g",,False,Tue Apr 03 00:00:58 +0000 2018,21169,980958298445885446
203660,Twitter for iPhone,I wish people would read or listen to my words on the Border Wall. This was in no way a concession. It was taking c… https://t.co/e7D4TZXbAg,,False,Sat Jan 26 00:33:50 +0000 2019,46425,1088958154791100417
79594,Twitter for iPhone,Thank you Prime Minister Lee Hsien Loong! https://t.co/8MMYGuOj8Q,,False,Mon Jun 11 07:51:06 +0000 2018,16702,1006081372912484353
58090,Twitter for iPhone,The safety of American people is my absolute highest priority. Heed the directions of your State and Local Official… https://t.co/qD5byDgqm8,,False,Tue Sep 11 20:16:49 +0000 2018,13769,1039608725819088899
112238,Twitter for iPhone,If the E.U. wants to further increase their already massive tariffs and barriers on U.S. companies doing business t… https://t.co/taytTlApWc,,False,Sat Mar 03 17:53:50 +0000 2018,26353,969994273121820672
59574,Twitter for iPhone,"European Central Bank, acting quickly, Cuts Rates 10 Basis Points. They are trying, and succeeding, in depreciating… https://t.co/VtA2cMv6fm",,False,Thu Sep 12 12:13:09 +0000 2019,16945,1172120964232093697
44184,Twitter for iPhone,"A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year fro… https://t.co/pUGl7RDoVX",,False,Wed Apr 26 22:27:29 +0000 2017,8367,857360510534209536
48362,Twitter for iPhone,I spoke with Governor David Ige of Hawaii today to express our full support for the people of Hawaii as the State i… https://t.co/JkmzznTq8j,,False,Sat Aug 25 00:20:53 +0000 2018,9143,1033147164812300288
93851,Twitter for iPhone,PRESIDENTIAL HARASSMENT!,,False,Tue Jun 11 11:51:43 +0000 2019,21049,1138413497858101249
68696,Twitter for iPhone,"....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bri… https://t.co/jTM8fgA9hR",realDonaldTrump,False,Mon Oct 07 11:40:35 +0000 2019,16147,1181172465772482563
44755,Twitter for iPhone,"Beautiful MAKE AMERICA GREAT AGAIN rally in Lebanon, Ohio. Thank you! #ICYMI, watch here: https://t.co/UGQAmARPKR https://t.co/6nsoV8yTx3",,False,Sat Oct 13 00:30:16 +0000 2018,9436,1050906531162677248
81697,Twitter for iPhone,The biggest and best results coming out of the good GDP report was that the quarterly Trade Deficit has been reduce… https://t.co/CVPlukxPvK,,False,Sun Jul 29 12:42:52 +0000 2018,18894,1023549416446279680
165104,Twitter for iPhone,"This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary,… https://t.co/4dKcAXxcHj",,False,Thu Oct 17 18:13:15 +0000 2019,36880,1184895160871571456
51267,Twitter for iPhone,The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… https://t.co/k45aci25BT,,False,Tue Jun 13 23:18:19 +0000 2017,11847,874767922295705600
90065,Twitter for iPhone,Alan Dershowitz: “These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don’t see any… https://t.co/weM0M7KfyX,,False,Fri Nov 30 03:04:34 +0000 2018,25267,1068339979250675712
64058,Twitter for iPhone,"The Euro is dropping against the Dollar “like crazy,” giving them a big export and manufacturing advantage...and th… https://t.co/djisI2Umlp",,False,Fri Aug 30 13:55:41 +0000 2019,14249,1167435723823341568
148948,Twitter for iPhone,"Today, I authorized the lowering of the flags to half-staff at all Federal Government buildings in honor of the vic… https://t.co/IgDFEyGquV",,False,Sun Aug 04 19:49:42 +0000 2019,23552,1158102730696736768
46896,Twitter for iPhone,The Greatest Witch Hunt in the history of the USA! https://t.co/6FW11oLBv3,,False,Wed Oct 09 02:00:39 +0000 2019,11841,1181751294693969920
51518,Twitter for iPhone,"Today, it was my great honor to welcome President @AlsisiOfficial of the Arab Republic of Egypt to the @WhiteHouse! https://t.co/yBox7EhToT",,False,Tue Apr 09 17:58:35 +0000 2019,11213,1115675386409517057
478817,Twitter for iPhone,Merry Christmas!,,False,Tue Dec 25 12:59:08 +0000 2018,79498,1077549301449060352
107894,Twitter for iPhone,"I am overriding the Decommission Order of the magnificent aircraft carrier Harry S. Truman, built in 1998 (fairly n… https://t.co/1v3Rv3csjZ",,False,Wed May 01 10:50:34 +0000 2019,21581,1123540207104667649
60831,Twitter for iPhone,National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills… https://t.co/Gk15e2Oygs,,False,Mon May 07 17:20:50 +0000 2018,11906,993541175511527425
43211,Twitter for iPhone,This is only the beginning! https://t.co/mFrtBPtCcO,,False,Sun Sep 01 14:06:05 +0000 2019,11381,1168163118347890689
77623,Twitter for iPhone,"On my way to Iowa - just heard nearly 1,000 agriculture groups signed a letter urging Congress to approve the USMCA… https://t.co/dQdPN7bIQE",,False,Tue Jun 11 17:44:20 +0000 2019,18822,1138502239109111808
60188,Twitter for iPhone,So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...,,False,Tue Jun 06 13:36:50 +0000 2017,21495,872084870620520448
107810,Twitter for iPhone,"“If dozens of Federal prosecutors spent two years trying to charge you with a crime, and found they couldn’t, it wo… https://t.co/E0BPPwRcKC",,False,Fri Apr 19 00:27:34 +0000 2019,25989,1119034770221088768
69601,Twitter Media Studio,"The First Lady and I join all Americans in praying and grieving for the victims, their families, and the survivors.… https://t.co/EN0q2294VI",,False,Mon Aug 05 16:51:23 +0000 2019,15173,1158420246119768064
69276,Twitter for Android,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",,False,Sat Jan 07 15:10:46 +0000 2017,15974,817750330196819968
85708,Twitter for iPhone,Happy National Anthem Day! https://t.co/cf1eugMbKU,,False,Sat Mar 03 14:15:00 +0000 2018,18781,969939200933056512
65016,Twitter for iPhone,Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B,,False,Fri Jan 26 23:27:23 +0000 2018,14006,957032249509097472
99051,Twitter for iPhone,Wow! The NSA has deleted 685 million phone calls and text messages. Privacy violations? They blame technical irregu… https://t.co/GmkXE1S9lw,,False,Tue Jul 03 14:18:44 +0000 2018,24695,1014151457954811904
62597,Twitter for iPhone,.@FoxNews Polls are always bad for me. They were against Crooked Hillary also. Something weird going on at Fox. Our… https://t.co/zAj4YNIXow,,False,Mon Jun 17 23:49:43 +0000 2019,15203,1140768516288782336
73336,Twitter for iPhone,"Chairman Kim realizes, perhaps better than anyone else, that without nuclear weapons, his country could fast become… https://t.co/smNbOvs6UB",,False,Sun Feb 24 13:19:19 +0000 2019,15569,1099660044004704260
47923,Twitter for iPhone,"Our Farmers deserve this, they are GREAT! https://t.co/0dFkx0vUkl",,False,Thu Jun 13 02:34:23 +0000 2019,11204,1138998016755601408
97562,Twitter for iPhone,"Here we go with the Fake Polls. Just like what happened with the Election against Crooked Hillary Clinton. ABC, NBC… https://t.co/F4Zf2gEI8E",,False,Mon Jul 15 14:49:18 +0000 2019,22209,1150779375358480390
76992,Twitter for iPhone,"....It will be beautiful and, at the same time, give our Country the security that our citizens deserve. It will go… https://t.co/nUJFJdHp5l",realDonaldTrump,False,Wed Dec 19 01:13:30 +0000 2018,16738,1075197397217828864
98613,Twitter for iPhone,MEXICO IS PAYING FOR THE WALL through the many billions of dollars a year that the U.S.A. is saving through the new… https://t.co/y9ubjWR83H,,False,Tue Jan 01 00:40:26 +0000 2019,21803,1079900120047603713
95919,Twitter for iPhone,It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We… https://t.co/IVbDSbbUYz,,False,Mon Aug 20 17:14:59 +0000 2018,25310,1031590431379865600
84645,Twitter for iPhone,"Nice to see that one of my best pupils is still a giant Trump fan. Steve joined me after I won the primaries, but I… https://t.co/191Op8GGHw",,False,Fri Aug 02 20:50:56 +0000 2019,19489,1157393367619104768
71070,Twitter for iPhone,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!",,False,Tue Aug 01 13:03:59 +0000 2017,14540,892370324616089600
45666,Twitter for iPhone,"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL",,False,Tue Dec 05 23:13:28 +0000 2017,10697,938184577255919623
83228,Twitter for iPhone,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI… https://t.co/dlSO7SlUID,,False,Sat Mar 10 16:15:19 +0000 2018,16605,972506194978983937
61689,Twitter for iPhone,"....chief law enforcement officer, and they told me later, ‘oh by the way I’m not going to be able to participate i… https://t.co/eGeIJVA125",,False,Wed May 30 12:47:04 +0000 2018,13579,1001807204519997442
56297,Twitter for iPhone,"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief,… https://t.co/4yZCeXCt6n",,False,Sat Sep 02 00:34:32 +0000 2017,11398,903778130850131970
81868,Twitter for iPhone,Heading back home from Singapore after a truly amazing visit. Great progress was made on the denuclearization of No… https://t.co/CTQ28GmSME,,False,Tue Jun 12 20:40:26 +0000 2018,16848,1006637373629722624
74014,Twitter for iPhone,....and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close. So many lives… https://t.co/LCNzrYy2uD,,False,Sun Aug 19 11:15:12 +0000 2018,17432,1031137499995930624
59552,Twitter for iPhone,Congratulations to Deb Fischer. The people of Nebraska have seen what a great job she is doing - and it showed up at the ballot box! #MAGA,,False,Wed May 16 12:25:42 +0000 2018,10621,996728397362540545
70590,Twitter for iPhone,#FakeWhistleblower,,False,Mon Sep 30 12:44:59 +0000 2019,18618,1178651959051669504
55507,Twitter for iPhone,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp; 2nd A.,,False,Tue Apr 18 10:46:19 +0000 2017,13677,854284952539725828
79331,Twitter for iPhone,.@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty aren… https://t.co/wERMFP0Wcp,,False,Sat Dec 09 23:14:34 +0000 2017,20040,939634404267380736
70539,Twitter for iPhone,"Thank you Cleveland, Ohio! https://t.co/ROEFRLY7jP",,False,Sat May 05 21:35:50 +0000 2018,14020,992880573025865729
65561,Twitter for iPhone,So amazing! https://t.co/UG3DaSkmUc,,False,Wed Oct 09 04:28:47 +0000 2019,15726,1181788575861547008
39422,Twitter for iPhone,"Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our cou… https://t.co/n7g7Zvo9pl",,False,Mon Nov 13 12:29:06 +0000 2017,7337,930049882949345281
63706,Twitter for iPhone,"When Prime Minister @AbeShinzo of Japan visited with me in the @WhiteHouse two weeks ago, I told him that I would b… https://t.co/EjrtknmV3U",,False,Tue May 14 15:43:19 +0000 2019,12552,1128324921514438657
58441,Twitter for iPhone,"After almost 3 years in my Administration, Jason Greenblatt will be leaving to pursue work in the private sector. J… https://t.co/cPYYVCQdqp",,False,Thu Sep 05 15:45:21 +0000 2019,9619,1169637649151406081
146072,Twitter for iPhone,The Senate Intelligence Committee: THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA!,,False,Wed Feb 13 10:58:03 +0000 2019,32980,1095638223861284865
50057,Twitter for iPhone,Great to be back in Tennessee. On our way to the McKenzie Arena in Chattanooga for a huge #MAGARally - see everyone… https://t.co/8G3Fh7IRd3,,False,Sun Nov 04 23:47:01 +0000 2018,11334,1059230569257680896
54116,Twitter for iPhone,You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New,,False,Sun Apr 30 12:28:04 +0000 2017,11504,858659215451271168
47198,Twitter for iPhone,https://t.co/884dpZi52P,,False,Fri Mar 15 02:31:13 +0000 2019,11334,1106382310914617344
79150,Twitter for iPhone,"My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight, i… https://t.co/CX6358MmOs",,False,Thu Oct 04 00:01:09 +0000 2018,18620,1047637712004636673
85496,Twitter for iPhone,Happy #StPatricksDay https://t.co/4vVsW2smhB,,False,Sat Mar 17 15:00:54 +0000 2018,14651,975024181061541888
46628,Twitter for iPhone,"Just landed in Panama City Beach, Florida for a rally beginning at 8:00 P.M. Eastern. Will be live on @FoxNews!… https://t.co/zKc1I9qe9W",,False,Wed May 08 23:13:58 +0000 2019,8889,1126264006988181505
139163,Twitter for iPhone,"Sincerest THANK YOU to our great Border Patrol Agent who stopped the shooter at the Synagogue in Poway, California.… https://t.co/ZMsUcb4uSt",,False,Sat Apr 27 22:47:01 +0000 2019,29632,1122270956192272385
48664,Twitter for iPhone,....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its stud… https://t.co/4Eec07cqxN,realDonaldTrump,False,Wed Oct 23 12:29:22 +0000 2019,11567,1186982948404449280
81782,Twitter for iPhone,"Reports are there was indeed at least one FBI representative implanted, for political purposes, into my campaign fo… https://t.co/G7nGClSOui",,False,Fri May 18 13:50:11 +0000 2018,23910,997474432443707393
53375,Twitter for iPhone,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!,,False,Sun May 07 12:49:39 +0000 2017,10996,861201362834665472
58836,Twitter for iPhone,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",,False,Fri Apr 21 13:04:19 +0000 2017,12385,855406847200768000
25889,Twitter for iPhone,Larry Kudlow on @Varneyco now!,,False,Fri Sep 06 13:34:17 +0000 2019,4699,1169967054755172354
83686,Twitter for iPhone,"The Fake News doesn’t report it, but Republican enthusiasm is at an all time   high. Look what is going on in Orlan… https://t.co/kUvKcJK7ps",,False,Tue Jun 18 11:30:23 +0000 2019,19351,1140944847039324160
65571,Twitter for iPhone,Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi i… https://t.co/g6kT6INueQ,,False,Thu Oct 04 22:17:48 +0000 2018,15259,1047974091318149120
192236,Twitter for iPhone,"Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like o… https://t.co/X481eoECXa",,False,Thu Oct 17 00:00:40 +0000 2019,48539,1184620202480193537
93378,Twitter for iPhone,I’ve employed thousands of Electrical Workers. They will be voting for me!,,False,Fri Apr 05 16:44:58 +0000 2019,15514,1114207309184602112
106135,Twitter for iPhone,Word just out that I won a big part of the Deep State and Democrat induced Witch Hunt. Unanimous decision in my fav… https://t.co/kP4FRkArbE,,False,Wed Jul 10 15:06:59 +0000 2019,22165,1148971885457285120
74194,Twitter for iPhone,Statement from China: “The teams of both sides are now having smooth communications and good cooperation with each… https://t.co/M0U3AufEoc,,False,Fri Dec 07 00:56:18 +0000 2018,16112,1070844413910368256
155807,Twitter for iPhone,HAPPY NEW YEAR! https://t.co/bHoPDPQ7G6,,False,Mon Dec 31 23:53:06 +0000 2018,34420,1079888205351145472
59040,Twitter for iPhone,“Consumer confidence pops in August to highest level since October 2000” https://t.co/1Gg5IOtbNa,,False,Tue Aug 28 17:28:28 +0000 2018,14626,1034492929153359872
133299,Twitter for iPhone,Before taking office people were assuming that we were going to War with North Korea. President Obama said that Nor… https://t.co/tA3JOYW9EE,,False,Wed Jun 13 10:01:40 +0000 2018,28371,1006839007492308992
51016,Twitter for iPhone,"Paul Ryan, the failed V.P. candidate &amp; former Speaker of the House, whose record of achievement was atrocious (exce… https://t.co/Qr5z0lqOSl",,False,Fri Jul 12 03:10:41 +0000 2019,11210,1149516400341348354
54827,Twitter Media Studio,A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the… https://t.co/Q0Lp0gwVUG,,False,Fri Aug 25 00:21:42 +0000 2017,10660,900875799292776448
89190,Twitter for iPhone,"A.P. has just reported that the Russian Hoax Investigation has now cost our government over $17 million, and going… https://t.co/fU3RS7E3cE",,False,Fri Jun 01 11:05:16 +0000 2018,22635,1002506360351846400
112836,Twitter for iPhone,Isn’t it ironic that large Caravans of people are marching to our border wanting U.S.A. asylum because they are fea… https://t.co/xopno3Yde2,,False,Sat Nov 17 00:43:35 +0000 2018,27435,1063593456579354624
63442,Twitter for iPhone,https://t.co/gw9cXRTtaR,,False,Mon Jun 24 00:41:13 +0000 2019,17123,1142955802950606848
57724,Twitter for iPhone,Greg Murphy is a big winner in North Carolina 03. Much bigger margins than originally anticipated. Congratulations Greg!,,False,Wed Sep 11 02:35:16 +0000 2019,10639,1171613145523195904
67170,Twitter for iPhone,"“It was just a congenial phone call, but its become so big. I’ve never seen the Media work so hard with so little.”… https://t.co/zGZQFBEVZU",,False,Thu Oct 03 21:21:44 +0000 2019,15474,1179869164632043520
65447,Twitter for iPad,The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immi… https://t.co/FegRjpmNZj,,False,Thu Feb 15 19:25:23 +0000 2018,17324,964219102683377665
103494,Twitter for Android,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",,False,Wed Feb 08 12:03:18 +0000 2017,19331,829299566344359936
96136,Twitter for iPhone,General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!,,False,Mon Sep 25 22:28:02 +0000 2017,18846,912443607084404736
32239,Twitter Media Studio,https://t.co/MadlgNheSe,,False,Wed Oct 17 17:41:26 +0000 2018,7789,1052615582560923648
121023,Twitter for iPhone,"So much Fake News. Never been more voluminous or more inaccurate. But through it all, our country is doing great!",,False,Mon Mar 26 12:38:55 +0000 2018,23429,978249938743234560
41260,Twitter for iPhone,Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherei… https://t.co/G0P6FCjzNG,,False,Thu Oct 18 15:40:23 +0000 2018,8191,1052947507238658049
65498,Twitter for iPhone,"Jeff Flake, with an 18% approval rating in Arizona, said ""a lot of my colleagues have spoken out."" Really, they just gave me a standing O!",,False,Wed Oct 25 12:33:30 +0000 2017,13031,923165619868131329
57266,Twitter for iPhone,".@RepClayHiggins has been a great help to me on Cutting Taxes, creating great new healthcare programs at low cost,… https://t.co/8Y4VAfVZK3",,False,Mon Jun 25 01:08:19 +0000 2018,12755,1011053439575576576
59928,Twitter for iPhone,Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!,,False,Sun Apr 30 12:05:31 +0000 2017,9943,858653541094879232
99362,Twitter for iPhone,"The Amazon Washington Post did a story that I brought racist attacks against the “Squad.” No, they brought racist a… https://t.co/LdUexdL89l",,False,Mon Sep 02 12:09:56 +0000 2019,24724,1168496276918480896
98201,Twitter for iPhone,His lies were made in perhaps the most blatant and sinister manner ever seen in the great Chamber. He wrote down an… https://t.co/DUMJxtHb9B,realDonaldTrump,False,Sun Sep 29 22:53:43 +0000 2019,25024,1178442762284404736
102909,Twitter for iPhone,The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!,,False,Mon May 29 00:20:11 +0000 2017,25341,868985285207629825
57372,Twitter for iPhone,No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.,,False,Thu Sep 14 10:11:36 +0000 2017,14674,908272007011282944
70723,Twitter for iPhone,"I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN!",,False,Thu Jun 01 01:05:17 +0000 2017,15020,870083798981111808
50098,Twitter for Android,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",,False,Tue Jan 17 14:36:26 +0000 2017,8986,821365569366671360
65136,Twitter for iPhone,"A big subject today at the White House Social Media Summit will be the tremendous dishonesty, bias, discrimination… https://t.co/sgXPPn4lyI",,False,Thu Jul 11 15:52:18 +0000 2019,16182,1149345678814060545
71989,Twitter for iPhone,...This will be a great campaign issue. I never asked Mitch McConnell for a vote before the Election as has been in… https://t.co/MZYJVV86HJ,,False,Wed Apr 03 13:37:14 +0000 2019,16716,1113435291472277509
119919,Twitter for iPhone,"The Democrats are getting very “strange.” They now want to change the voting age to 16, abolish the Electoral Colle… https://t.co/xGK4FgHNmq",,False,Wed Mar 20 04:04:40 +0000 2019,28973,1108217768187449344
56240,Twitter for iPhone,"On behalf of @FLOTUS Melania and myself, thank you for a wonderful dinner and evening, President Sergio Mattarella.… https://t.co/EhvWgjkRrY",,False,Fri May 26 20:39:51 +0000 2017,10440,868205058743250944
99804,Twitter for iPhone,Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!,,False,Wed May 29 00:22:51 +0000 2019,18282,1133529099530571777
77233,Twitter for iPhone,"Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also, jobs numbers are starting to look very good!",,False,Sat Jul 15 16:30:23 +0000 2017,15872,886261674029854721
40731,Twitter for iPhone,".@Erik_Paulsen, @Jason2CD, 
@JimHagedornMN and @PeteStauber love our Country and the Great State of Minnesota. They… https://t.co/A0vDKtVMMz",,False,Tue Oct 30 03:21:36 +0000 2018,10606,1057110242541080577
64393,Twitter for iPhone,Washington Post employees want to go on strike because Bezos isn’t paying them enough. I think a really long strike… https://t.co/9zg9ex7xXR,,False,Sun Jun 17 13:26:28 +0000 2018,14395,1008340100877570048
191497,Twitter for iPhone,"I have instructed Secretary of State Mike Pompeo, and he fully agrees, not to allow Hoda Muthana back into the Country!",,False,Wed Feb 20 21:05:41 +0000 2019,36878,1098327855145062411
96552,Twitter for iPhone,"The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with, a very stupi… https://t.co/igTknqfBjQ",,False,Tue Jul 09 11:48:05 +0000 2019,20002,1148559442885185536
120052,Twitter for iPhone,https://t.co/eK7swFWq1A,,False,Wed Sep 11 03:46:47 +0000 2019,26248,1171631144414208000
65853,Twitter for iPhone,....because their so-called story didn’t come even close to matching up with the exact transcript of the phone call… https://t.co/SUGMgGZeJ3,realDonaldTrump,False,Sun Oct 20 21:45:17 +0000 2019,15588,1186035685163257857
82362,Twitter for iPhone,"Big day! Pastor Andrew Brunson, who could have spent 35 years in a Turkish prison, was returned safely home to his… https://t.co/Ot4N28DFoe",,False,Sun Oct 14 03:42:43 +0000 2018,15400,1051317348496490496
70225,Twitter for iPhone,"....Now the new big story is that Trump made a lot of money and buys everything for cash, he doesn’t need banks. Bu… https://t.co/iNN7Mql1Sw",realDonaldTrump,False,Mon May 20 11:20:53 +0000 2019,13010,1130433208250769410
50760,Twitter for iPhone,https://t.co/54YVC4DDfe,,False,Wed Sep 12 11:03:39 +0000 2018,12057,1039831904109948928
107461,Twitter for iPhone,If the committee of Republicans and Democrats now meeting on Border Security is not discussing or contemplating a W… https://t.co/xvjdjS7Ted,,False,Wed Jan 30 11:49:26 +0000 2019,23687,1090577726459838464
48456,Twitter for iPhone,Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!,,False,Tue Aug 13 17:24:54 +0000 2019,8851,1161327783882231809
106491,Twitter for iPhone,I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Souther… https://t.co/gqeVX9oumT,,False,Tue May 21 16:16:53 +0000 2019,22726,1130870086531727360
50657,Twitter for iPhone,"....On 18 to 21 Age Limits, watching court cases and rulings before acting. States are making this decision. Things… https://t.co/wqQ3l47UpO",,False,Mon Mar 12 13:22:38 +0000 2018,9458,973187513731944448
